1.000000000000000e+19	1.261931793090218e+12
1.151395399326448e+19	1.070007170581876e+11
1.325711365590111e+19	8.954655161514093e+09
1.526417967175237e+19	9.277983949076927e+08
1.757510624854789e+19	1.202930015009516e+08
2.023589647725156e+19	1.888840804262782e+07
2.329951810515372e+19	3.412981338287592e+06
2.682695795279727e+19	6.687120146218902e+05
3.088843596477485e+19	1.339428258113803e+05
3.556480306223121e+19	2.572443137875763e+04
4.094915062380419e+19	4.130592908392711e+03
4.714866363457390e+19	1.981541333828723e+02
5.428675439323859e+19	2.930033699519540e+02
6.250551925273976e+19	2.213103327557501e+02
7.196856730011528e+19	1.214664165517387e+02
8.286427728546860e+19	6.151638052888703e+01
9.540954763499923e+19	3.119460990445826e+01
1.098541141987557e+20	1.652189695283241e+01
1.264855216855296e+20	9.349005376830231e+00
1.456348477501245e+20	5.711544444298933e+00
1.676832936811010e+20	3.778262889695263e+00
1.930697728883245e+20	2.701947098708010e+00
2.222996482526191e+20	2.079978059506965e+00
2.559547922699533e+20	1.713708273325414e+00
2.947051702551810e+20	1.501223939394842e+00
3.393221771895330e+20	1.388454045044064e+00
3.906939937054621e+20	1.346105694833404e+00
4.498432668969453e+20	1.358329655669644e+00
5.179474679231202e+20	1.416873331091199e+00
5.963623316594637e+20	1.517884772857662e+00
6.866488450042998e+20	1.660079216913050e+00
7.906043210907702e+20	1.843721267056069e+00
9.102981779915226e+20	2.070213548311985e+00
1.048113134154683e+21	2.342181243754339e+00
1.206792640639326e+21	2.663920605527922e+00
1.389495494373136e+21	3.042049205350805e+00
1.599858719606057e+21	3.486218973658861e+00
1.842069969326716e+21	4.009826488865217e+00
2.120950887920193e+21	4.630740189142642e+00
2.442053094548655e+21	5.372127698052294e+00
2.811768697974237e+21	6.263497356942137e+00
3.237457542817640e+21	7.342075070530187e+00
3.727593720314938e+21	8.654637369467746e+00
4.291934260128778e+21	1.025992835252430e+01
4.941713361323838e+21	1.223180946691049e+01
5.689866029018282e+21	1.466332931256180e+01
6.551285568595497e+21	1.767195634793028e+01
7.543120063354607e+21	2.140629176785563e+01
8.685113737513521e+21	2.605467607072937e+01
1.000000000000000e+22	3.185622636968624e+01
