3.571428571428571e+08	-inf
4.112126426165886e+08	-inf
4.734683448536111e+08	-inf
5.451492739911561e+08	-inf
6.276823660195675e+08	-6.106689880427280e+11
7.227105884732699e+08	-7.555910208708709e+08
8.321256466126329e+08	8.645227058090137e+07
9.581056411713310e+08	7.559546444708703e+06
1.103158427313388e+09	7.668470492876822e+05
1.270171537936829e+09	1.025749998289010e+05
1.462469665135864e+09	1.795136456547719e+04
1.683880844091925e+09	3.973048497795909e+03
1.938812656901378e+09	1.057910719326329e+03
2.232339973312134e+09	3.124959326345107e+02
2.570305975004117e+09	8.598675813319477e+01
2.959438474481021e+09	7.480755182598388e+00
3.407483844107115e+09	2.160176794449222e+01
3.923361221384132e+09	3.180497701486156e+01
4.517340060197485e+09	3.409800146891050e+01
5.201244562504447e+09	3.300789158381107e+01
5.988689060039322e+09	3.062151077904019e+01
6.895349031725875e+09	2.796367540535452e+01
7.939273151879253e+09	2.554579893273592e+01
9.141242581069761e+09	2.361881291171451e+01
1.052518465197075e+10	2.230169472600906e+01
1.211864918534046e+10	2.164805464006627e+01
1.395335691805222e+10	2.167848829984910e+01
1.606583096060519e+10	2.239370634621233e+01
1.849812385439715e+10	2.377765967760796e+01
2.129865470212370e+10	2.579643936876488e+01
2.452317303586785e+10	2.839613715039334e+01
2.823586861038465e+10	3.150078068978052e+01
3.251064921398295e+10	3.501047255532005e+01
3.743261193409582e+10	3.880073722433286e+01
4.309973716569022e+10	4.272608048936131e+01
4.962483908475485e+10	4.663100134336717e+01
5.713781141450204e+10	5.036804976992304e+01
6.578821319023985e+10	5.381726909000305e+01
7.574824599714975e+10	5.689947605568661e+01
8.721618194816624e+10	5.957915983997412e+01
1.004203106419370e+11	6.185813031581404e+01
1.156234836720586e+11	6.376432033497731e+01
1.331283471541049e+11	6.534019238815014e+01
1.532833664331706e+11	6.663343163203427e+01
1.764897629044228e+11	6.769074282806605e+01
2.032095010363672e+11	6.855441548987650e+01
2.339744845926963e+11	6.926089054051343e+01
2.693971451198074e+11	6.984056789416341e+01
3.101826334826257e+11	7.031827398343874e+01
3.571428571428571e+11	7.071400871028385e+01
